I0723 03:32:00.727203       1 cache_metrics.go:337] Cannot find num_requests_running in the metric list, engine type xllm
I0723 03:32:29.953794       1 cache_metrics.go:190] Failed to update metrics gpu_busy_time_ratio from pod deepseek-r1-f46d77457-pqk8c 192.168.0.4 8080: modelName should not be empty for scope PodModel
I0723 03:32:29.953799       1 cache_metrics.go:337] Cannot find iteration_tokens_total in the metric list, engine type xllm
I0723 03:32:29.953802       1 cache_metrics.go:209] Cannot find iteration_tokens_total in the pod metrics
I0723 03:32:29.953805       1 cache_metrics.go:337] Cannot find time_to_first_token_seconds in the metric list, engine type xllm
I0723 03:32:29.953734       1 cache_metrics.go:209] Cannot find request_decode_time_seconds in the pod metrics
I0723 03:32:29.953809       1 cache_metrics.go:209] Cannot find time_to_first_token_seconds in the pod metrics
I0723 03:32:29.953811       1 cache_metrics.go:337] Cannot find request_prefill_time_seconds in the metric list, engine type xllm
I0723 03:32:29.953814       1 cache_metrics.go:337] Cannot find time_per_output_token_seconds in the metric list, engine type xllm
I0723 03:32:29.953816       1 cache_metrics.go:209] Cannot find request_prefill_time_seconds in the pod metrics
I0723 03:32:29.953818       1 cache_metrics.go:209] Cannot find time_per_output_token_seconds in the pod metrics
I0723 03:32:29.953822       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:29.953824       1 cache_metrics.go:337] Cannot find e2e_request_latency_seconds in the metric list, engine type xllm
I0723 03:32:29.953826       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:29.953827       1 cache_metrics.go:209] Cannot find e2e_request_latency_seconds in the pod metrics
I0723 03:32:29.953830       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:29.953832       1 cache_metrics.go:337] Cannot find request_queue_time_seconds in the metric list, engine type xllm
I0723 03:32:29.953834       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:29.953835       1 cache_metrics.go:209] Cannot find request_queue_time_seconds in the pod metrics
I0723 03:32:29.953837       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:29.953840       1 cache_metrics.go:337] Cannot find request_inference_time_seconds in the metric list, engine type xllm
I0723 03:32:29.953842       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:29.953843       1 cache_metrics.go:209] Cannot find request_inference_time_seconds in the pod metrics
I0723 03:32:29.953847       1 cache_metrics.go:337] Cannot find request_decode_time_seconds in the metric list, engine type xllm
I0723 03:32:29.953850       1 cache_metrics.go:209] Cannot find request_decode_time_seconds in the pod metrics
I0723 03:32:29.953849       1 cache_metrics.go:154] "Prometheus api is not initialized, PROMETHEUS_ENDPOINT is not configured, skip fetching prometheus metrics"
I0723 03:32:29.953853       1 cache_metrics.go:337] Cannot find request_prefill_time_seconds in the metric list, engine type xllm
I0723 03:32:29.953858       1 cache_metrics.go:209] Cannot find request_prefill_time_seconds in the pod metrics
I0723 03:32:29.953863       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:29.953872       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:29.953875       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:29.953880       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:29.953882       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:29.953885       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:29.953891       1 cache_metrics.go:154] "Prometheus api is not initialized, PROMETHEUS_ENDPOINT is not configured, skip fetching prometheus metrics"
I0723 03:32:29.953929       1 cache_log.go:37] pod: deepseek-r1-f46d77457-bbzh6, podIP: 192.168.0.5, models: deepseek-r1
I0723 03:32:29.953934       1 cache_log.go:39] deepseek-r1-f46d77457-bbzh6_realtime_num_requests_running_&{0}
I0723 03:32:29.953937       1 cache_log.go:37] pod: deepseek-r1-f46d77457-pqk8c, podIP: 192.168.0.4, models: deepseek-r1
I0723 03:32:29.953940       1 cache_log.go:54] model: deepseek-r1, pods: deepseek-r1-f46d77457-bbzh6 deepseek-r1-f46d77457-pqk8c 
I0723 03:32:29.953943       1 cache_log.go:37] pod: deepseek-r1-f46d77457-pqk8c, podIP: 192.168.0.4, models: deepseek-r1
I0723 03:32:29.953946       1 cache_log.go:37] pod: deepseek-r1-f46d77457-bbzh6, podIP: 192.168.0.5, models: deepseek-r1
I0723 03:32:29.953949       1 cache_log.go:39] deepseek-r1-f46d77457-bbzh6_realtime_num_requests_running_&{0}
I0723 03:32:29.953952       1 cache_log.go:54] model: deepseek-r1, pods: deepseek-r1-f46d77457-bbzh6 deepseek-r1-f46d77457-pqk8c 
I0723 03:32:29.957218       1 cache_metrics.go:337] Cannot find num_requests_running in the metric list, engine type xllm
I0723 03:32:29.957241       1 cache_metrics.go:175] Cannot find num_requests_running in the pod metrics
I0723 03:32:29.957248       1 cache_metrics.go:337] Cannot find num_requests_waiting in the metric list, engine type xllm
I0723 03:32:29.957254       1 cache_metrics.go:175] Cannot find num_requests_waiting in the pod metrics
I0723 03:32:29.957258       1 cache_metrics.go:337] Cannot find num_requests_swapped in the metric list, engine type xllm
I0723 03:32:29.957262       1 cache_metrics.go:175] Cannot find num_requests_swapped in the pod metrics
I0723 03:32:29.957267       1 cache_metrics.go:337] Cannot find avg_prompt_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:29.957273       1 cache_metrics.go:175] Cannot find avg_prompt_throughput_toks_per_s in the pod metrics
I0723 03:32:29.957279       1 cache_metrics.go:337] Cannot find avg_generation_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:29.957284       1 cache_metrics.go:175] Cannot find avg_generation_throughput_toks_per_s in the pod metrics
I0723 03:32:29.957292       1 cache_metrics.go:190] Failed to update metrics gpu_cache_usage_perc from pod deepseek-r1-f46d77457-pqk8c 192.168.0.4 8080: modelName should not be empty for scope PodModel
I0723 03:32:29.957301       1 cache_metrics.go:337] Cannot find cpu_cache_usage_perc in the metric list, engine type xllm
I0723 03:32:29.957305       1 cache_metrics.go:175] Cannot find cpu_cache_usage_perc in the pod metrics
I0723 03:32:29.957312       1 cache_metrics.go:190] Failed to update metrics gpu_busy_time_ratio from pod deepseek-r1-f46d77457-pqk8c 192.168.0.4 8080: modelName should not be empty for scope PodModel
I0723 03:32:29.957318       1 cache_metrics.go:337] Cannot find iteration_tokens_total in the metric list, engine type xllm
I0723 03:32:29.957322       1 cache_metrics.go:209] Cannot find iteration_tokens_total in the pod metrics
I0723 03:32:29.957327       1 cache_metrics.go:337] Cannot find time_to_first_token_seconds in the metric list, engine type xllm
I0723 03:32:29.957331       1 cache_metrics.go:209] Cannot find time_to_first_token_seconds in the pod metrics
I0723 03:32:29.957335       1 cache_metrics.go:337] Cannot find time_per_output_token_seconds in the metric list, engine type xllm
I0723 03:32:29.957340       1 cache_metrics.go:209] Cannot find time_per_output_token_seconds in the pod metrics
I0723 03:32:29.957345       1 cache_metrics.go:337] Cannot find e2e_request_latency_seconds in the metric list, engine type xllm
I0723 03:32:29.957349       1 cache_metrics.go:209] Cannot find e2e_request_latency_seconds in the pod metrics
I0723 03:32:29.957353       1 cache_metrics.go:337] Cannot find request_queue_time_seconds in the metric list, engine type xllm
I0723 03:32:29.957357       1 cache_metrics.go:209] Cannot find request_queue_time_seconds in the pod metrics
I0723 03:32:29.957362       1 cache_metrics.go:337] Cannot find request_inference_time_seconds in the metric list, engine type xllm
I0723 03:32:29.957366       1 cache_metrics.go:209] Cannot find request_inference_time_seconds in the pod metrics
I0723 03:32:29.957372       1 cache_metrics.go:337] Cannot find request_decode_time_seconds in the metric list, engine type xllm
I0723 03:32:29.957374       1 cache_metrics.go:209] Cannot find request_decode_time_seconds in the pod metrics
I0723 03:32:29.957378       1 cache_metrics.go:337] Cannot find request_prefill_time_seconds in the metric list, engine type xllm
I0723 03:32:29.957383       1 cache_metrics.go:209] Cannot find request_prefill_time_seconds in the pod metrics
I0723 03:32:29.957389       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:29.957395       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:29.957399       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:29.957403       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:29.957407       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:29.957412       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:29.957421       1 cache_metrics.go:154] "Prometheus api is not initialized, PROMETHEUS_ENDPOINT is not configured, skip fetching prometheus metrics"
I0723 03:32:30.135838       1 cache_metrics.go:337] Cannot find num_requests_running in the metric list, engine type xllm
I0723 03:32:30.135848       1 cache_metrics.go:175] Cannot find num_requests_running in the pod metrics
I0723 03:32:30.135852       1 cache_metrics.go:337] Cannot find num_requests_waiting in the metric list, engine type xllm
I0723 03:32:30.135855       1 cache_metrics.go:175] Cannot find num_requests_waiting in the pod metrics
I0723 03:32:30.135858       1 cache_metrics.go:337] Cannot find num_requests_swapped in the metric list, engine type xllm
I0723 03:32:30.135860       1 cache_metrics.go:175] Cannot find num_requests_swapped in the pod metrics
I0723 03:32:30.135863       1 cache_metrics.go:337] Cannot find avg_prompt_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:30.135866       1 cache_metrics.go:175] Cannot find avg_prompt_throughput_toks_per_s in the pod metrics
I0723 03:32:30.135869       1 cache_metrics.go:337] Cannot find avg_generation_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:30.135871       1 cache_metrics.go:175] Cannot find avg_generation_throughput_toks_per_s in the pod metrics
I0723 03:32:30.135878       1 cache_metrics.go:190] Failed to update metrics gpu_cache_usage_perc from pod deepseek-r1-f46d77457-bbzh6 192.168.0.5 8080: modelName should not be empty for scope PodModel
I0723 03:32:30.135883       1 cache_metrics.go:337] Cannot find cpu_cache_usage_perc in the metric list, engine type xllm
I0723 03:32:30.135886       1 cache_metrics.go:175] Cannot find cpu_cache_usage_perc in the pod metrics
I0723 03:32:30.135889       1 cache_metrics.go:190] Failed to update metrics gpu_busy_time_ratio from pod deepseek-r1-f46d77457-bbzh6 192.168.0.5 8080: modelName should not be empty for scope PodModel
I0723 03:32:30.135893       1 cache_metrics.go:337] Cannot find iteration_tokens_total in the metric list, engine type xllm
I0723 03:32:30.135896       1 cache_metrics.go:209] Cannot find iteration_tokens_total in the pod metrics
I0723 03:32:30.135899       1 cache_metrics.go:337] Cannot find time_to_first_token_seconds in the metric list, engine type xllm
I0723 03:32:30.135903       1 cache_metrics.go:209] Cannot find time_to_first_token_seconds in the pod metrics
I0723 03:32:30.135905       1 cache_metrics.go:337] Cannot find time_per_output_token_seconds in the metric list, engine type xllm
I0723 03:32:30.135908       1 cache_metrics.go:209] Cannot find time_per_output_token_seconds in the pod metrics
I0723 03:32:30.135911       1 cache_metrics.go:337] Cannot find e2e_request_latency_seconds in the metric list, engine type xllm
I0723 03:32:30.135914       1 cache_metrics.go:209] Cannot find e2e_request_latency_seconds in the pod metrics
I0723 03:32:30.135917       1 cache_metrics.go:337] Cannot find request_queue_time_seconds in the metric list, engine type xllm
I0723 03:32:30.135919       1 cache_metrics.go:209] Cannot find request_queue_time_seconds in the pod metrics
I0723 03:32:30.135921       1 cache_metrics.go:337] Cannot find request_inference_time_seconds in the metric list, engine type xllm
I0723 03:32:30.135924       1 cache_metrics.go:209] Cannot find request_inference_time_seconds in the pod metrics
I0723 03:32:30.135927       1 cache_metrics.go:337] Cannot find request_decode_time_seconds in the metric list, engine type xllm
I0723 03:32:30.135931       1 cache_metrics.go:209] Cannot find request_decode_time_seconds in the pod metrics
I0723 03:32:30.135933       1 cache_metrics.go:337] Cannot find request_prefill_time_seconds in the metric list, engine type xllm
I0723 03:32:30.135935       1 cache_metrics.go:209] Cannot find request_prefill_time_seconds in the pod metrics
I0723 03:32:30.135939       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:30.135942       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:30.135945       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:30.135948       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:30.135950       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:30.135954       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:30.135960       1 cache_metrics.go:154] "Prometheus api is not initialized, PROMETHEUS_ENDPOINT is not configured, skip fetching prometheus metrics"
I0723 03:32:30.136007       1 cache_log.go:37] pod: deepseek-r1-f46d77457-bbzh6, podIP: 192.168.0.5, models: deepseek-r1
I0723 03:32:30.136023       1 cache_log.go:39] deepseek-r1-f46d77457-bbzh6_realtime_num_requests_running_&{0}
I0723 03:32:30.136033       1 cache_log.go:37] pod: deepseek-r1-f46d77457-pqk8c, podIP: 192.168.0.4, models: deepseek-r1
I0723 03:32:30.136044       1 cache_log.go:54] model: deepseek-r1, pods: deepseek-r1-f46d77457-bbzh6 deepseek-r1-f46d77457-pqk8c 
I0723 03:32:30.136050       1 cache_log.go:37] pod: deepseek-r1-f46d77457-pqk8c, podIP: 192.168.0.4, models: deepseek-r1
I0723 03:32:30.136055       1 cache_log.go:37] pod: deepseek-r1-f46d77457-bbzh6, podIP: 192.168.0.5, models: deepseek-r1
I0723 03:32:30.136060       1 cache_log.go:39] deepseek-r1-f46d77457-bbzh6_realtime_num_requests_running_&{0}
I0723 03:32:30.136066       1 cache_log.go:54] model: deepseek-r1, pods: deepseek-r1-f46d77457-bbzh6 deepseek-r1-f46d77457-pqk8c 
I0723 03:32:30.451657       1 cache_metrics.go:337] Cannot find num_requests_running in the metric list, engine type xllm
I0723 03:32:30.451675       1 cache_metrics.go:175] Cannot find num_requests_running in the pod metrics
I0723 03:32:30.451679       1 cache_metrics.go:337] Cannot find num_requests_waiting in the metric list, engine type xllm
I0723 03:32:30.451682       1 cache_metrics.go:175] Cannot find num_requests_waiting in the pod metrics
I0723 03:32:30.451689       1 cache_metrics.go:337] Cannot find num_requests_swapped in the metric list, engine type xllm
I0723 03:32:30.451691       1 cache_metrics.go:175] Cannot find num_requests_swapped in the pod metrics
I0723 03:32:30.451694       1 cache_metrics.go:337] Cannot find avg_prompt_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:30.451697       1 cache_metrics.go:175] Cannot find avg_prompt_throughput_toks_per_s in the pod metrics
I0723 03:32:30.451699       1 cache_metrics.go:337] Cannot find avg_generation_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:30.451702       1 cache_metrics.go:175] Cannot find avg_generation_throughput_toks_per_s in the pod metrics
I0723 03:32:30.451708       1 cache_metrics.go:190] Failed to update metrics gpu_cache_usage_perc from pod deepseek-r1-f46d77457-bbzh6 192.168.0.5 8080: modelName should not be empty for scope PodModel
I0723 03:32:30.451713       1 cache_metrics.go:337] Cannot find cpu_cache_usage_perc in the metric list, engine type xllm
I0723 03:32:30.451717       1 cache_metrics.go:175] Cannot find cpu_cache_usage_perc in the pod metrics
I0723 03:32:30.451722       1 cache_metrics.go:190] Failed to update metrics gpu_busy_time_ratio from pod deepseek-r1-f46d77457-bbzh6 192.168.0.5 8080: modelName should not be empty for scope PodModel
I0723 03:32:30.451727       1 cache_metrics.go:337] Cannot find iteration_tokens_total in the metric list, engine type xllm
I0723 03:32:30.451731       1 cache_metrics.go:209] Cannot find iteration_tokens_total in the pod metrics
I0723 03:32:30.451734       1 cache_metrics.go:337] Cannot find time_to_first_token_seconds in the metric list, engine type xllm
I0723 03:32:30.451739       1 cache_metrics.go:209] Cannot find time_to_first_token_seconds in the pod metrics
I0723 03:32:30.451743       1 cache_metrics.go:337] Cannot find time_per_output_token_seconds in the metric list, engine type xllm
I0723 03:32:30.451745       1 cache_metrics.go:209] Cannot find time_per_output_token_seconds in the pod metrics
I0723 03:32:30.451749       1 cache_metrics.go:337] Cannot find e2e_request_latency_seconds in the metric list, engine type xllm
I0723 03:32:30.451753       1 cache_metrics.go:209] Cannot find e2e_request_latency_seconds in the pod metrics
I0723 03:32:30.451756       1 cache_metrics.go:337] Cannot find request_queue_time_seconds in the metric list, engine type xllm
I0723 03:32:30.451759       1 cache_metrics.go:209] Cannot find request_queue_time_seconds in the pod metrics
I0723 03:32:30.451762       1 cache_metrics.go:337] Cannot find request_inference_time_seconds in the metric list, engine type xllm
I0723 03:32:30.451766       1 cache_metrics.go:209] Cannot find request_inference_time_seconds in the pod metrics
I0723 03:32:30.451768       1 cache_metrics.go:337] Cannot find request_decode_time_seconds in the metric list, engine type xllm
I0723 03:32:30.451771       1 cache_metrics.go:209] Cannot find request_decode_time_seconds in the pod metrics
I0723 03:32:30.451773       1 cache_metrics.go:337] Cannot find request_prefill_time_seconds in the metric list, engine type xllm
I0723 03:32:30.451776       1 cache_metrics.go:209] Cannot find request_prefill_time_seconds in the pod metrics
I0723 03:32:30.451780       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:30.451784       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:30.451787       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:30.451790       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:30.451793       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:30.451796       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:30.451802       1 cache_metrics.go:154] "Prometheus api is not initialized, PROMETHEUS_ENDPOINT is not configured, skip fetching prometheus metrics"
I0723 03:32:30.651705       1 cache_metrics.go:337] Cannot find num_requests_running in the metric list, engine type xllm
I0723 03:32:30.651719       1 cache_metrics.go:175] Cannot find num_requests_running in the pod metrics
I0723 03:32:30.651723       1 cache_metrics.go:337] Cannot find num_requests_waiting in the metric list, engine type xllm
I0723 03:32:30.651726       1 cache_metrics.go:175] Cannot find num_requests_waiting in the pod metrics
I0723 03:32:30.651729       1 cache_metrics.go:337] Cannot find num_requests_swapped in the metric list, engine type xllm
I0723 03:32:30.651731       1 cache_metrics.go:175] Cannot find num_requests_swapped in the pod metrics
I0723 03:32:30.651734       1 cache_metrics.go:337] Cannot find avg_prompt_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:30.651736       1 cache_metrics.go:175] Cannot find avg_prompt_throughput_toks_per_s in the pod metrics
I0723 03:32:30.651739       1 cache_metrics.go:337] Cannot find avg_generation_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:30.651742       1 cache_metrics.go:175] Cannot find avg_generation_throughput_toks_per_s in the pod metrics
I0723 03:32:30.651749       1 cache_metrics.go:190] Failed to update metrics gpu_cache_usage_perc from pod deepseek-r1-f46d77457-bbzh6 192.168.0.5 8080: modelName should not be empty for scope PodModel
I0723 03:32:30.651754       1 cache_metrics.go:337] Cannot find cpu_cache_usage_perc in the metric list, engine type xllm
I0723 03:32:30.651756       1 cache_metrics.go:175] Cannot find cpu_cache_usage_perc in the pod metrics
I0723 03:32:30.651761       1 cache_metrics.go:190] Failed to update metrics gpu_busy_time_ratio from pod deepseek-r1-f46d77457-bbzh6 192.168.0.5 8080: modelName should not be empty for scope PodModel
I0723 03:32:30.651766       1 cache_metrics.go:337] Cannot find iteration_tokens_total in the metric list, engine type xllm
I0723 03:32:30.651769       1 cache_metrics.go:209] Cannot find iteration_tokens_total in the pod metrics
I0723 03:32:30.651772       1 cache_metrics.go:337] Cannot find time_to_first_token_seconds in the metric list, engine type xllm
I0723 03:32:30.651776       1 cache_metrics.go:209] Cannot find time_to_first_token_seconds in the pod metrics
I0723 03:32:30.651779       1 cache_metrics.go:337] Cannot find time_per_output_token_seconds in the metric list, engine type xllm
I0723 03:32:30.651782       1 cache_metrics.go:209] Cannot find time_per_output_token_seconds in the pod metrics
I0723 03:32:30.651786       1 cache_metrics.go:337] Cannot find e2e_request_latency_seconds in the metric list, engine type xllm
I0723 03:32:30.651790       1 cache_metrics.go:209] Cannot find e2e_request_latency_seconds in the pod metrics
I0723 03:32:30.651792       1 cache_metrics.go:337] Cannot find request_queue_time_seconds in the metric list, engine type xllm
I0723 03:32:30.651795       1 cache_metrics.go:209] Cannot find request_queue_time_seconds in the pod metrics
I0723 03:32:30.651799       1 cache_metrics.go:337] Cannot find request_inference_time_seconds in the metric list, engine type xllm
I0723 03:32:30.651802       1 cache_metrics.go:209] Cannot find request_inference_time_seconds in the pod metrics
I0723 03:32:30.651805       1 cache_metrics.go:337] Cannot find request_decode_time_seconds in the metric list, engine type xllm
I0723 03:32:30.651807       1 cache_metrics.go:209] Cannot find request_decode_time_seconds in the pod metrics
I0723 03:32:30.651810       1 cache_metrics.go:337] Cannot find request_prefill_time_seconds in the metric list, engine type xllm
I0723 03:32:30.651813       1 cache_metrics.go:209] Cannot find request_prefill_time_seconds in the pod metrics
I0723 03:32:30.651817       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:30.651819       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:30.651822       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:30.651826       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:30.651829       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:30.651833       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:30.651839       1 cache_metrics.go:154] "Prometheus api is not initialized, PROMETHEUS_ENDPOINT is not configured, skip fetching prometheus metrics"
I0723 03:32:30.651899       1 cache_log.go:37] pod: deepseek-r1-f46d77457-bbzh6, podIP: 192.168.0.5, models: deepseek-r1
I0723 03:32:30.651904       1 cache_log.go:39] deepseek-r1-f46d77457-bbzh6_realtime_num_requests_running_&{0}
I0723 03:32:30.651922       1 cache_log.go:37] pod: deepseek-r1-f46d77457-pqk8c, podIP: 192.168.0.4, models: deepseek-r1
I0723 03:32:30.651939       1 cache_log.go:54] model: deepseek-r1, pods: deepseek-r1-f46d77457-bbzh6 deepseek-r1-f46d77457-pqk8c 
I0723 03:32:30.651943       1 cache_log.go:37] pod: deepseek-r1-f46d77457-bbzh6, podIP: 192.168.0.5, models: deepseek-r1
I0723 03:32:30.651945       1 cache_log.go:39] deepseek-r1-f46d77457-bbzh6_realtime_num_requests_running_&{0}
I0723 03:32:30.651949       1 cache_log.go:37] pod: deepseek-r1-f46d77457-pqk8c, podIP: 192.168.0.4, models: deepseek-r1
I0723 03:32:30.651952       1 cache_log.go:54] model: deepseek-r1, pods: deepseek-r1-f46d77457-bbzh6 deepseek-r1-f46d77457-pqk8c 
I0723 03:32:30.751707       1 cache_metrics.go:337] Cannot find num_requests_running in the metric list, engine type xllm
I0723 03:32:30.751728       1 cache_metrics.go:175] Cannot find num_requests_running in the pod metrics
I0723 03:32:30.751732       1 cache_metrics.go:337] Cannot find num_requests_waiting in the metric list, engine type xllm
I0723 03:32:30.751734       1 cache_metrics.go:175] Cannot find num_requests_waiting in the pod metrics
I0723 03:32:30.751739       1 cache_metrics.go:337] Cannot find num_requests_swapped in the metric list, engine type xllm
I0723 03:32:30.751743       1 cache_metrics.go:175] Cannot find num_requests_swapped in the pod metrics
I0723 03:32:30.751747       1 cache_metrics.go:337] Cannot find avg_prompt_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:30.751752       1 cache_metrics.go:175] Cannot find avg_prompt_throughput_toks_per_s in the pod metrics
I0723 03:32:30.751758       1 cache_metrics.go:337] Cannot find avg_generation_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:30.751762       1 cache_metrics.go:175] Cannot find avg_generation_throughput_toks_per_s in the pod metrics
I0723 03:32:30.751770       1 cache_metrics.go:190] Failed to update metrics gpu_cache_usage_perc from pod deepseek-r1-f46d77457-pqk8c 192.168.0.4 8080: modelName should not be empty for scope PodModel
I0723 03:32:30.751777       1 cache_metrics.go:337] Cannot find cpu_cache_usage_perc in the metric list, engine type xllm
I0723 03:32:30.751781       1 cache_metrics.go:175] Cannot find cpu_cache_usage_perc in the pod metrics
I0723 03:32:30.751789       1 cache_metrics.go:190] Failed to update metrics gpu_busy_time_ratio from pod deepseek-r1-f46d77457-pqk8c 192.168.0.4 8080: modelName should not be empty for scope PodModel
I0723 03:32:30.751796       1 cache_metrics.go:337] Cannot find iteration_tokens_total in the metric list, engine type xllm
I0723 03:32:30.751800       1 cache_metrics.go:209] Cannot find iteration_tokens_total in the pod metrics
I0723 03:32:30.751806       1 cache_metrics.go:337] Cannot find time_to_first_token_seconds in the metric list, engine type xllm
I0723 03:32:30.751811       1 cache_metrics.go:209] Cannot find time_to_first_token_seconds in the pod metrics
I0723 03:32:30.751816       1 cache_metrics.go:337] Cannot find time_per_output_token_seconds in the metric list, engine type xllm
I0723 03:32:30.751821       1 cache_metrics.go:209] Cannot find time_per_output_token_seconds in the pod metrics
I0723 03:32:30.751827       1 cache_metrics.go:337] Cannot find e2e_request_latency_seconds in the metric list, engine type xllm
I0723 03:32:30.751831       1 cache_metrics.go:209] Cannot find e2e_request_latency_seconds in the pod metrics
I0723 03:32:30.751835       1 cache_metrics.go:337] Cannot find request_queue_time_seconds in the metric list, engine type xllm
I0723 03:32:30.751840       1 cache_metrics.go:209] Cannot find request_queue_time_seconds in the pod metrics
I0723 03:32:30.751846       1 cache_metrics.go:337] Cannot find request_inference_time_seconds in the metric list, engine type xllm
I0723 03:32:30.751849       1 cache_metrics.go:209] Cannot find request_inference_time_seconds in the pod metrics
I0723 03:32:30.751855       1 cache_metrics.go:337] Cannot find request_decode_time_seconds in the metric list, engine type xllm
I0723 03:32:30.751858       1 cache_metrics.go:209] Cannot find request_decode_time_seconds in the pod metrics
I0723 03:32:30.751862       1 cache_metrics.go:337] Cannot find request_prefill_time_seconds in the metric list, engine type xllm
I0723 03:32:30.751867       1 cache_metrics.go:209] Cannot find request_prefill_time_seconds in the pod metrics
I0723 03:32:30.751871       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:30.751875       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:30.751886       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:30.751890       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:30.751895       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:30.751898       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:30.751906       1 cache_metrics.go:154] "Prometheus api is not initialized, PROMETHEUS_ENDPOINT is not configured, skip fetching prometheus metrics"
I0723 03:32:30.752031       1 cache_metrics.go:337] Cannot find num_requests_running in the metric list, engine type xllm
I0723 03:32:30.752062       1 cache_metrics.go:175] Cannot find num_requests_running in the pod metrics
I0723 03:32:30.752066       1 cache_metrics.go:337] Cannot find num_requests_waiting in the metric list, engine type xllm
I0723 03:32:30.752069       1 cache_metrics.go:175] Cannot find num_requests_waiting in the pod metrics
I0723 03:32:30.752072       1 cache_metrics.go:337] Cannot find num_requests_swapped in the metric list, engine type xllm
I0723 03:32:30.752074       1 cache_metrics.go:175] Cannot find num_requests_swapped in the pod metrics
I0723 03:32:30.752077       1 cache_metrics.go:337] Cannot find avg_prompt_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:30.752083       1 cache_metrics.go:175] Cannot find avg_prompt_throughput_toks_per_s in the pod metrics
I0723 03:32:30.752086       1 cache_metrics.go:337] Cannot find avg_generation_throughput_toks_per_s in the metric list, engine type xllm
